ID,Title,Year,Rating,Rank
2081785e-8275-4abe-8ab3-7ea56847004d,The Grand Budapest Hotel,2014,8.1,486
c2cc747c-5e05-4be5-a63c-4ecc0eeb8f87,The Florida Project,2017,7.6,487
e7611c55-f330-4870-a126-9123cfc88654,Last Year at Marienbad,1961,7.7,488
2328385d-b156-4543-9d27-b668d4055603,"Ivan the Terrible, Part I",1944,7.7,489
47729112-b50f-4775-a29f-d42afe448017,Show Boat,1936,7.4,490
ec5f3404-7704-40b0-9260-2f89a158d8bb,The Goddess,1934,7.7,491
d8a586d2-fd0b-44e8-a48a-219c99d6cc79,The Departed,2006,8.5,492
dc5c8779-be3a-4942-b1d8-09a1a4762c0b,Leviathan,2014,7.6,493
73afcde1-62a4-44e1-825b-33ea1f0855a0,Only Yesterday,1991,7.6,494
6d150688-47c2-4d45-aa22-bc8ce76c5ec8,Scarface,1932,7.7,495
a4475447-66bd-4074-b6b7-b055bbbb0430,Captain Blood,1935,7.7,496
5ffa3ffa-b7af-4d51-bb4b-14346cc513b2,The Ladykillers,1955,7.6,497
31bfd28f-4bd3-483f-ae5c-9ada8cb5ff6e,World on a Wire,1973,7.7,498
b762780e-650e-447a-856f-65dfe67ea2ed,Breaker Morant,1980,7.8,499
9b643742-630f-42e6-a5c0-a5975f1a5e33,Carnival in Flanders,1935,7.4,500
d45e95a3-531f-428c-ae0f-d66f6a085db2,2001: A Space Odyssey,1968,8.3,201
c0152f56-0b4a-492b-80d5-e13b3062a697,Toy Story 4,2019,7.7,202
7e2ed7ec-8e20-4e8b-a2d2-5a8cf4f64c4a,The Last Waltz,1978,8.1,203
11997010-65bc-4d50-b6c9-8c553644a20c,A Geisha,1953,7.6,204
3553efda-383f-4105-9413-2736496cd583,Strangers on a Train,1951,7.9,205
17e282fe-5563-4535-8177-57bb1cecf7d7,The Hustler,1961,8,206
b2f23dc8-5249-4647-b3c7-cbb122360218,Shadow of a Doubt,1943,7.8,207
17735e4a-c865-4580-9344-0a7bd0d81435,WALL·E,2008,8.4,208
319cf9da-7256-43e3-8ed6-d648d14969e7,Rosemary's Baby,1968,8,209
f58e8845-5145-413a-ac5c-49314674abf7,White Heat,1949,8.1,210
2e71b0fe-8bd3-432c-985a-4de54ee76366,Dead Souls,2018,8,211
9fcd3e4d-fed1-42e1-b228-768c2a7c9836,Cosy Dens,1999,8.1,212
